ID,Item Name,Item Type,Current Stock,Is Fixed Price,Barcode,Unit Price Per Tab,Expiry Date,Batch Number,Purchase Price,Sale Price,Fixed Sale Price,Markup Percentage
1afd42fe-61c5-4980-83c3-d30384855c91,N/A,Pharmacy,40.0,False,,10.0,2027-06-27,,38.79,120.0,0.0,0.0
9c3642a1-73e1-4872-8291-f16729a3ecea,N/A,Pharmacy,50.0,False,,15.0,2027-02-01,,8.08,15.0,0.0,0.0
c3220111-0ec6-408f-8d82-a59ea50865de,N/A,Pharmacy,10.0,False,,20.0,2027-01-01,,10.7,20.0,0.0,0.0
abedc961-c8f7-4c79-9572-ffd8732cfeb2,N/A,Pharmacy,34.0,False,,20.0,2026-03-01,,15.98,20.0,0.0,0.0
59d8c158-66da-43ff-8eaa-277ccb5b5165,N/A,Pharmacy,16.0,False,,20.0,2028-01-01,,14.4,20.0,0.0,0.0
bf952991-7ff8-4155-b12b-db43c5e35204,N/A,Pharmacy,10.0,True,,10.0,2026-08-01,None,6.0,10.0,10.0,0.0
707e77bd-9853-45bc-af65-65e39ce64ab0,N/A,Pharmacy,111.0,False,,6.0,2027-02-01,,3.95,60.0,0.0,0.0
6b988600-9787-479f-85cc-5e8faa31a612,N/A,Pharmacy,6.0,False,,55.0,2027-01-01,,35.0,55.0,0.0,0.0
d263cdff-5b8f-41e7-b21b-c7f5ad1f1dce,N/A,Pharmacy,86.0,False,,3.0,2026-12-01,,1.12,150.0,0.0,0.0
0ca83486-72f9-4cd1-a11c-0fd3d129a07b,N/A,Pharmacy,34.0,False,,7.0,2027-03-01,,3.5,7.0,0.0,0.0
14d910e1-6746-420b-ae35-0a4bcc820064,N/A,Pharmacy,10.0,False,,20.0,2027-05-07,,12.8,20.0,0.0,0.0
f3db8317-4a24-48fe-9cd4-abb3d65a516e,N/A,Pharmacy,8.0,False,,43.0,2028-01-01,,2.26,2.83,0.0,0.0
a8013f1a-e0db-4be6-ad1d-69351df4a683,N/A,Pharmacy,143.0,False,,3.0,2027-05-01,,2.2,30.0,0.0,0.0
5da04ffd-7753-4b72-bf22-17d8db65f0ca,N/A,Pharmacy,38.0,False,,4.0,2027-04-01,,1.53,4.0,0.0,0.0
efe9905f-54a0-46fe-8cc8-e15faad0b16c,N/A,Pharmacy,19.0,False,,17.0,2026-09-01,,9.89,17.0,0.0,0.0
bd58a6da-ae86-410a-852b-f2cf638b9b23,N/A,Pharmacy,72.0,False,,7.0,2027-06-01,,4.0,21.0,0.0,0.0
1b35d841-3687-49de-8b2c-a0f4a8ded686,N/A,Pharmacy,319.0,False,,5.0,2027-01-01,,3.2,50.0,0.0,0.0
96a11bdd-4d23-4d94-9a39-61644d2d8ea9,N/A,Pharmacy,46.0,True,010,4.0,2028-01-01,None,17.0,40.0,40.0,0.0
ab1754ba-db30-42f4-a73e-fc52b3cf03cd,N/A,Pharmacy,495.0,False,,3.0,2027-02-01,,1.19,30.0,0.0,0.0
2b424811-b928-4636-92a2-c3cb1c2ebfd0,N/A,Pharmacy,170.5,False,,10.0,2028-01-01,,6.1,100.0,0.0,0.0
ada6df7e-1114-4e95-819a-d6ea88d74fa2,N/A,Pharmacy,0.33333333333333304,False,,45.0,2027-12-01,,118.65,135.0,0.0,0.0
8138e41f-09cf-4bca-9d30-4e52fc304fd0,N/A,Pharmacy,6.0,False,,45.0,2026-08-01,,14.5,45.0,0.0,0.0
aac264eb-5bda-4420-a2d4-ff16e48b556a,N/A,Pharmacy,8.0,False,,45.0,2026-11-01,,17.5,40.0,0.0,0.0
bbdd0051-43fa-43f3-a003-3d7b0fb8ab9d,N/A,Pharmacy,583.0,False,,7.0,2026-04-01,,4.28,350.0,0.0,0.0
91626aee-61f0-46f5-a550-322a509d2b28,N/A,Pharmacy,914.0,False,,3.0,2028-03-01,,89.0,150.0,0.0,0.0
12ac29a3-8b5b-4b89-bf86-b1ead6ba95f0,N/A,Pharmacy,22.0,True,,30.0,2027-01-15,None,20.0,30.0,30.0,0.0
92fb3559-53ce-4c10-a514-274ce586a249,N/A,Pharmacy,20.0,True,,30.0,2026-01-29,None,24.0,30.0,30.0,0.0
ea558d54-3408-46fb-8887-90e22de765f6,N/A,Pharmacy,94.0,False,,10.0,2027-07-07,,6.69,100.0,0.0,0.0
e37ecdf9-3ecd-415a-b121-39b46e9d02ab,N/A,Pharmacy,274.0,False,,3.0,2028-02-02,,1.51,3.0,0.0,0.0
4526e383-07c9-4801-9bf9-7e6b1a8ee0d2,N/A,Pharmacy,74.0,False,,1.0,2026-02-01,,0.6,60.0,0.0,0.0
dce02337-67d9-4f11-8584-ab53779975bd,N/A,Pharmacy,2.9979999999999976,False,,8.0,2026-09-01,,1.92,80.0,0.0,0.0
14ccd28b-3f1d-44cc-9989-134e0056ff58,N/A,Pharmacy,34.0,False,,17.0,2027-03-01,,5.79,17.0,0.0,0.0
83f06e74-93c8-4721-ad3c-2fdfaf8b3bfc,N/A,Pharmacy,10.0,False,,17.0,2027-04-01,,6.1,17.0,0.0,0.0
3a6a6257-60b1-4a63-aa5a-42acd5b07698,N/A,Pharmacy,182.0,False,,3.0,2028-01-01,,1.69,75.0,0.0,0.0
0b4eba48-14f2-4221-b319-12e99e31e985,N/A,Pharmacy,37.0,True,,13.0,2028-05-25,None,7.5,13.0,13.0,0.0
0d9f36a2-26f5-4265-8cf6-f2739b60cac9,N/A,Pharmacy,1253.0,False,,2.5,2026-08-02,,0.91,1032.5,0.0,0.0
aaebf5ea-c9f8-4575-a175-9e1c51526382,N/A,Pharmacy,241.0,False,,3.0,2027-02-01,,0.84,300.0,0.0,0.0
8cd6e437-5059-454a-a2b8-d4cd994384ac,N/A,Pharmacy,296.0,False,,7.0,2027-10-10,,3.49,42.0,0.0,0.0
57841eaa-60a8-4417-a2e0-49bb7324b49d,N/A,Pharmacy,809.0,False,,1.0,2026-03-01,,0.45,100.0,0.0,0.0
8d9f5b7c-38dd-4992-96f5-9dec673e92b3,N/A,Pharmacy,511.0,False,,4.0,2026-01-01,,1.35,200.0,0.0,0.0
30c07195-f20b-44cb-8c42-2500a9333a93,N/A,Pharmacy,1943.0,False,,3.0,2028-03-01,,1.54,150.0,0.0,0.0
3242999b-f0cd-4ea7-9324-cec9c075d48d,N/A,Pharmacy,729.0,False,,5.0,2027-03-01,,2.68,250.0,0.0,0.0
f5002b7f-1728-4b7e-ae83-c405a899f0ec,N/A,Pharmacy,509.0,False,,1.0,2026-09-01,,0.44,100.0,0.0,0.0
95095cf4-dc7f-4f1b-a1a6-1aa30c5cb5b9,N/A,Pharmacy,304.0,False,,7.0,2027-01-01,,4.0,5.0,0.0,0.0
